analysis_text_policy_note,analysis_text_policy_passed,analysis_text_source,article_url,code_a1,code_a2,code_a3,code_a4,code_a5,code_confidence,code_label,code_note,code_reasons,code_supporting_urls,code_vote_summary,data_a1,data_a2,data_a3,data_a4,data_a5,data_confidence,data_label,data_named_public_benchmark,data_note,data_public_benchmark_name,data_public_benchmark_note,data_public_external_dataset,data_public_external_dataset_note,data_public_external_dataset_type,data_reasons,data_supporting_urls,data_vote_summary,doi,evidence_pointer,judge_vote_summary,main_urls,note,paper_id,phm_relevant,relevance_confidence,relevance_intro_excerpt,relevance_label,relevance_note,relevance_reasons,relevance_review_required,repro_audit_eligible,repro_score,retrieval_status,review_required,source,text_provider,title,track,year
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3249,0,1,0,0,0,0.65,A2,"ny combination between events and SSC health information linked by a causal relationship. 1 In this work, we are employing three main Python libraries: STANZA (https://stanfordnlp.github.io/stanza/), NLTK (www.nltk.org), and SPACY (https://","[""ambiguous_public_claim""]","[""https://stanfordnlp.github.io/stanza/"", ""https://www.nltk.org"", ""https://spacy.io""]",openai/gpt-4o-mini:A2@0.65; anthropic/claude-3.5-haiku:A2@0.60; google/gemini-1.5-flash:A2@0.55,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]","[""https://stanfordnlp.github.io/stanza/"", ""https://www.nltk.org"", ""https://spacy.io""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3249,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3249,openai/gpt-4o-mini:A2@0.65; anthropic/claude-3.5-haiku:A2@0.60; google/gemini-1.5-flash:A2@0.55 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3249/phmc_22_3249"", ""https://papers.phmsociety.org/index.php/phmconf/article/download/3249/2059""]","ny combination between events and SSC health information linked by a causal relationship. 1 In this work, we are employing three main Python libraries: STANZA (https://stanfordnlp.github.io/stanza/), NLTK (www.nltk.org), and SPACY (https://",phm-2022-3249,,,,,,[],False,True,3,full_text,False,phm,pypdf,A Model Based Approach to Extract Health Information from Textual Data,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3142,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3142,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3142,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3142/phmc_22_3142""]",,phm-2022-3142,,,,,,[],False,True,0,full_text,False,phm,pypdf,A Framework to Rank Prognostics Health Indicators with Application to Brake Rotors,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3177,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3177,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3177,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3177/phmc_22_3177""]",,phm-2022-3177,,,,,,[],False,True,0,full_text,False,phm,pypdf,A Novel Technique for Data Quality Improvement in Human Health PHM,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3242,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3242,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3242,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3242/phmc_22_3242""]",,phm-2022-3242,,,,,,[],False,True,0,full_text,False,phm,pypdf,TireEye: Optical On-board Tire Wear Detection,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3378,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3378,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3378,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3378/phmc_22_3378""]",,phm-2022-3378,,,,,,[],False,True,0,full_text,False,phm,pypdf,A Fault Detection Technique based on Deep Transfer Learning from Experimental Linear Actuator to Real-World Railway Door Systems,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3175,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3175,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3175,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3175/phmc_22_3175""]",,phm-2022-3175,,,,,,[],False,True,0,full_text,False,phm,pypdf,A Gentle Correctness Verification of the Theory of Uncertain Event Prognosis to Compute Failure Time Probability,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3240,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3240,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3240,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3240/phmc_22_3240""]",,phm-2022-3240,,,,,,[],False,True,0,full_text,False,phm,pypdf,An Assessment of Different Reinforcement Learning Methods for Creating a Decision Support System Based on the Petri Net Model,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3204,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3204,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3204,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3204/phmc_22_3204""]",,phm-2022-3204,,,,,,[],False,True,0,full_text,False,phm,pypdf,Learning Data-Driven Model of Damped Coupled Oscillators from System Impulse Response,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3289,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3289,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3289,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3289/phmc_22_3289""]",,phm-2022-3289,,,,,,[],False,True,0,full_text,False,phm,pypdf,Evaluation of Different PHM Strategies on the Performances of a Prognostic Framework for Electro-Hydraulic Actuators for Stability Control Augmentation Systems,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3173,0,0,0,0,1,0.75,A5,,"[""standard_tool_link""]","[""https://ti.arc.nasa.gov/tech/dash/pcoe/prognostic-data-repository/"", ""https://scikit-learn.org/stable/modules/generated"", ""https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.kurtosis.html""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,IMS,"D ATASETS As mentioned earlier two datasets will be used in this study: 1) the publicly available IMS dataset, 2) a novel and unique run-to-failure bearing dataset.",True,"D ATASETS As mentioned earlier two datasets will be used in this study: 1) the publicly available IMS dataset, 2) a novel and unique run-to-failure bearing dataset.",named_benchmark,"[""standard_tool_link""]","[""https://ti.arc.nasa.gov/tech/dash/pcoe/prognostic-data-repository/"", ""https://scikit-learn.org/stable/modules/generated"", ""https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.kurtosis.html""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3173,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3173,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3173/phmc_22_3173""]",,phm-2022-3173,,,,,,[],False,True,0,full_text,False,phm,pypdf,Accelerometer-Based Bearing Condition Indicator Estimation Using Semi-Supervised Adaptive DSVDD,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3238,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]","[""https://ti.arc.nasa.gov/tech/dash/groups/pcoe/prognosticdata-repository/""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""standard_benchmark_link""]","[""https://ti.arc.nasa.gov/tech/dash/groups/pcoe/prognosticdata-repository/""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3238,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3238,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3238/phmc_22_3238""]",,phm-2022-3238,,,,,,[],False,True,0,full_text,False,phm,pypdf,Enabling in-time prognostics with surrogate modeling through physics-enhanced Dynamic Mode Decomposition method,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3199,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3199,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3199,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3199/phmc_22_3199""]",,phm-2022-3199,,,,,,[],False,True,0,full_text,False,phm,pypdf,A Framework for Evaluating Analytic Hyperparameters,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3275,0,1,0,0,0,0.65,A2,"t deterministic values but a density function. The number of samples that we draw from this output is chosen by the user, and in our case they can be found in 1https://github.com/krasserm/bayesian-machine-learning - Variational Inference in","[""ambiguous_public_claim""]","[""https://github.com/krasserm/bayesian-machine-learning"", ""https://github.com/HIPS/Probabilistic-Backpropagation"", ""https://github.com/AdamCobb/hamiltorch""]",openai/gpt-4o-mini:A2@0.65; anthropic/claude-3.5-haiku:A2@0.60; google/gemini-1.5-flash:A2@0.55,0,0,0,0,1,0.75,A5,False,,,,True,"The data used are taken from the NASA Ames Prognostics Data Repository (CFRP Composites Dataset) and correspond to the laminates TD19, TD21 and TD22.",public_repository_reference,"[""not_mentioned""]","[""https://github.com/krasserm/bayesian-machine-learning"", ""https://github.com/HIPS/Probabilistic-Backpropagation"", ""https://github.com/AdamCobb/hamiltorch""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3275,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3275,openai/gpt-4o-mini:A2@0.65; anthropic/claude-3.5-haiku:A2@0.60; google/gemini-1.5-flash:A2@0.55 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3275/phmc_22_3275""]","t deterministic values but a density function. The number of samples that we draw from this output is chosen by the user, and in our case they can be found in 1https://github.com/krasserm/bayesian-machine-learning - Variational Inference in",phm-2022-3275,,,,,,[],False,True,3,full_text,False,phm,pypdf,Probabilistic Safety Assessment in Composite Materials using BNN by ABC-SS,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3168,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3168,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3168,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3168/phmc_22_3168""]",,phm-2022-3168,,,,,,[],False,True,0,full_text,False,phm,pypdf,Voltage-Based Physical Layer Fault Diagnosis for Controller Area Network,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3235,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3235,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3235,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3235/phmc_22_3235""]",,phm-2022-3235,,,,,,[],False,True,0,full_text,False,phm,pypdf,Physics Informed Deep Learning for Tracker Fault Detection in Photovoltaic Power Plants,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3196,0,0,0,0,1,0.75,A5,,"[""standard_tool_link""]","[""https://spacy.io/"", ""https://radimrehurek.com/"", ""https://scikit-learn.org/stable/""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""standard_tool_link""]","[""https://spacy.io/"", ""https://radimrehurek.com/"", ""https://scikit-learn.org/stable/""]",openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3196,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3196,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3196/phmc_22_3196""]",,phm-2022-3196,,,,,,[],False,True,0,full_text,False,phm,pypdf,Evaluating Vector Representations of Short Text Data for Automating Recommendations of Maintenance Cases,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3272,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3272,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3272,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3272/phmc_22_3272""]",,phm-2022-3272,,,,,,[],False,True,0,full_text,False,phm,pypdf,Unsupervised Anomaly Detection Using Batteries in Electric Aerial Vehicle Propulsion Test-Bed,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3161,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,False,,,,False,,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3161,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3161,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3161/phmc_22_3161""]",,phm-2022-3161,,,,,,[],False,True,0,full_text,False,phm,pypdf,Improving the Performance of Bearing Fault Detection on a Turbo Shaft Engine,Technical Research Papers,2022
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3230,0,0,0,0,1,0.75,A5,,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,0,0,0,0,1,0.75,A5,True,,CALCE,"EXPERIMENTAL RESULT In order to evaluate the performance associated with the proposed SOH prediction, we used the, publicly available, CALCE dataset provided by Maryland University as well as the dataset we collected based on a battery testing equipment using actual batteries.",True,"EXPERIMENTAL RESULT In order to evaluate the performance associated with the proposed SOH prediction, we used the, publicly available, CALCE dataset provided by Maryland University as well as the dataset we collected based on a battery testing equipment using actual batteries.",named_benchmark,"[""not_mentioned""]",[],openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,10.36001/phmconf.2022.v14i1.3230,data/processed/phm_society_conf/2022/audit/papers.jsonl#phm-2022-3230,openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65 | openai/gpt-4o-mini:A5@0.75; anthropic/claude-3.5-haiku:A5@0.70; google/gemini-1.5-flash:A5@0.65,"[""https://papers.phmsociety.org/index.php/phmconf/article/download/3230/phmc_22_3230""]",,phm-2022-3230,,,,,,[],False,True,0,full_text,False,phm,pypdf,Online Battery SOH Prediction under Intra-Cycle Variation of Discharge Current and Non-Standard Charging and Discharging Practices,Technical Research Papers,2022
